Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-who.fhir.smart-immunizations-measles.json	15356	-	0	0	0	0	0	0	7	202	0	0	0	0	0	0	0	2	0	0	202	245	0	0	0	1	7	0	1
fsh-generated/resources/ActivityDefinition-IMMZD2DTMeaslesMR.json	2073	16	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	48	19	0	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-CommunityHealthWorker.json	760	8	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	20	28	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-EPIManager.json	728	7	1	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	22	48	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-HealthWorker.json	559	8	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	21	58	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IMMZ-C.json	3278	19	0	0	1	0	0	0	0	57	0	0	2	0	0	0	0	0	0	0	30	40645	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IMMZ-D1.json	10077	54	0	0	0	0	0	0	1	86	0	0	0	0	0	0	0	0	0	0	73	415	0	0	0	0	8	0	0
fsh-generated/resources/ConceptMap-IMMZ-D1.ConceptMap.json	19656	109	0	0	0	0	0	0	2	1876	0	0	0	0	0	0	0	0	0	0	189	412	0	0	0	0	3	0	1
fsh-generated/resources/ConceptMap-IMMZ.C.ConceptMap.json	7479	42	1	0	0	0	0	0	1	1209	0	0	0	0	0	0	0	1	0	0	77	120	0	0	0	0	7	0	0
fsh-generated/resources/ConceptMap-IMMZCSexToAdministrativeGender.json	2403	15	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	30	62	0	0	0	0	0	0	0
fsh-generated/resources/ExampleScenario-Scenario1.json	1668	12	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	33	789	0	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-IMMZD2DTMeasles.json	1533	10	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	26	25	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-Questionnaire-IMMZCRegisterClient.json	9293	49	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	108	29315	0	0	0	0	3	0	0
fsh-generated/resources/Questionnaire-Questionnaire-IMMZD1ClientHistory.json	8434	43	1	0	0	0	0	0	1	50	0	0	0	0	0	0	0	2	0	0	97	385	0	0	0	0	5	0	0
fsh-generated/resources/QuestionnaireResponse-IMMZCQuestionnaireResponse1.json	2906	17	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	66	46	1	0	0	0	0	0	0
fsh-generated/resources/Requirements-immz-e-fxnreq.json	6348	19	0	0	0	0	0	0	1	45	0	0	0	0	0	0	0	0	0	0	74	59	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-IMMZCRegisterClient.json	10763	47	0	0	0	0	0	118	0	168	0	0	1	0	0	0	0	0	0	0	171	1062	0	0	0	0	17	0	1
fsh-generated/resources/StructureDefinition-IMMZD1clienthistorymeasles.json	9034	41	0	0	0	0	0	90	0	89	0	0	0	0	0	0	0	0	0	0	131	465	0	0	0	0	9	0	0
fsh-generated/resources/ValueSet-IMMZ-C-DE5.json	843	11	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	15	952	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE10.json	778	8	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	18	318	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE35.json	691	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	318	0	0	0	0	5	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE52.json	851	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	298	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE56.json	882	9	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	16	315	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE61.json	796	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	15	291	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE65.json	722	8	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	15	297	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE68.json	865	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	14	284	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE73.json	772	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	13	275	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE84.json	725	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	265	0	0	0	0	8	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE87.json	712	7	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	14	273	0	0	0	0	1	0	0
